AddressID,AddressTypeID,BusinessEntityID,Año,Trimestre,Mes,Día,rowguid
1101,3,1048,2012,Trim. 3,agosto,30,D4D410DE-2FB4-4080-AE2A-C459D0568542
1102,3,1392,2011,Trim. 4,octubre,31,95FD4C03-F298-40A1-A4D2-2B02E221D876
1103,3,840,2011,Trim. 4,octubre,1,5032D0C5-1DE7-4CDA-A996-1AEBAFE04A21
1104,3,1032,2011,Trim. 3,julio,1,A3718FB8-73ED-4A1B-B686-1FC240700210
1105,3,640,2012,Trim. 2,mayo,30,A15F4F5F-A90F-4908-B8A7-9D126BE5DA1E
11380,5,932,2012,Trim. 2,mayo,30,7C6297BE-EA24-433F-A038-50E082D341B8
11381,5,1170,2011,Trim. 3,agosto,1,C48C839A-4B7F-4927-9704-589178587F6C
11382,5,1126,2011,Trim. 3,julio,1,19FCC0C7-CE20-4648-BD54-FF8A77ADCF3D
11383,5,8892,2014,Trim. 2,abril,6,C5229769-8902-42BC-96F0-BF4C794D2231
11384,5,5479,2013,Trim. 1,marzo,14,DB050410-F033-42AC-BA53-44A40A6295BB
11385,5,16746,2013,Trim. 4,noviembre,13,BE430A32-C446-44F0-93D7-4EFCAF90DB9F
11386,2,10,2014,Trim. 3,septiembre,12,13981FC6-9688-49C8-AA1E-80C7F28EA2FF
11387,2,4,2014,Trim. 3,septiembre,12,3DC70CC4-3AE8-424F-8B1F-481C5478E941
11400,2,2380,2014,Trim. 2,junio,28,5EC8FD3D-8432-44AD-94AC-0A4658252C2E
11401,2,2381,2014,Trim. 2,abril,20,EEA79B18-1E36-4BAF-A27D-2144312E1586
11402,2,2382,2014,Trim. 1,febrero,11,AA861B3B-8ABB-40A0-9F97-399AFEB8B939
11403,2,2383,2014,Trim. 1,enero,5,E24F6281-8EE5-4FCA-8207-CBC79E47DC97
11404,2,2384,2013,Trim. 1,enero,21,602B10E8-A791-417B-B164-E42CC7B9E2E6
11405,2,2385,2014,Trim. 1,febrero,15,D77C5EE8-06E1-4D17-B875-EB20FAFCA91D
11406,2,2386,2014,Trim. 2,mayo,14,631E5FC3-FB47-4E74-BB35-B0775A6E6E31
11407,2,2387,2011,Trim. 4,octubre,13,8A6FCC16-D718-4080-AB15-448122DEC79C
11408,2,2388,2013,Trim. 1,enero,20,5A9A10C4-CB71-4E17-8A15-6C79ADB9DFF4
11409,2,2389,2013,Trim. 3,septiembre,4,74F5473D-302B-4E6A-B409-9432376C4A00
11410,2,2390,2012,Trim. 4,noviembre,17,6477123F-60EA-4891-8555-6BD5DDDCF8C3
11411,2,2391,2012,Trim. 2,abril,20,A174BC99-BD00-4C99-838C-59D5A2D088FB
11412,2,2392,2013,Trim. 2,abril,1,EC3EC868-10FA-4AF6-A345-D5BA9E5A1429
11413,2,2393,2011,Trim. 4,diciembre,16,5E46C119-DCBE-4EC5-801C-67946E3F3604
11414,2,2394,2012,Trim. 3,julio,20,87FFA8B7-317C-466D-A92E-B149856E9179
11415,2,2395,2013,Trim. 2,mayo,13,A893D90A-B411-4FCA-A378-F9E821B18112
11416,2,2396,2013,Trim. 3,agosto,20,0FDC6133-F61F-4E79-97BE-2E9AADA5F424
11417,2,2397,2013,Trim. 4,octubre,6,80139897-E8DB-40B8-A7ED-1A7111FFEADB
11418,2,2398,2012,Trim. 3,julio,17,CB7410CB-C999-4C2E-BC63-480F1FCD377D
11419,2,2399,2011,Trim. 4,noviembre,27,D79E3CE0-DAB6-4508-8674-CA867976CD2B
11420,2,2400,2013,Trim. 4,diciembre,5,94868247-164D-4E73-98BC-E24F223B2639
11421,2,2401,2014,Trim. 2,mayo,15,EC34CAAA-CE33-4306-8BC7-1D7150FA9254
11422,2,2402,2012,Trim. 1,marzo,26,D20F1E38-377B-4765-A6F3-A3E9BE161FA2
11423,2,2403,2013,Trim. 2,mayo,19,DD9EEF37-358B-4B2E-8181-E98DE70588C4
11424,2,2404,2012,Trim. 3,julio,12,F65468AF-810A-4A2B-B994-8665AC795AE2
11425,2,2405,2014,Trim. 2,junio,5,52034375-7A7D-4F68-8EDA-247DEBC2D3BD
11426,2,2406,2013,Trim. 4,noviembre,12,2646AA3E-9DE9-4D35-84C3-4CA307FA6E4F
11427,2,2407,2014,Trim. 2,mayo,22,E127BD28-DAD8-417B-A0E2-1BE1AC4CFAEC
11428,2,2408,2013,Trim. 3,septiembre,18,2444B07E-DC93-40DC-B0F6-09FD52909207
11429,2,2409,2011,Trim. 3,julio,21,1E67B17A-35CE-4BAB-A7F6-6E1319E00933
11430,2,2410,2011,Trim. 4,diciembre,28,225521E7-80D0-4FA2-B948-B7834E28692C
11431,2,2411,2014,Trim. 2,junio,4,B3945054-2DAD-4BD6-83A7-CA6355DFADA1
11432,2,2412,2013,Trim. 3,julio,31,D5821CC2-FF28-43B2-A847-A9D66D799FFE
11433,2,2413,2014,Trim. 1,febrero,16,C7A9E54F-E406-4F50-ABED-FF985074432D
11434,2,2414,2014,Trim. 1,enero,21,1BCFD3B4-FB95-46E5-817C-13AA69108C33
11435,2,2415,2013,Trim. 3,septiembre,27,A89A45BC-6E71-4382-8C55-A30088CE7BA9
11436,2,2416,2014,Trim. 1,marzo,28,C68B6335-1232-4F77-8499-1EF660C3CD81
11437,2,2417,2014,Trim. 1,marzo,2,8E27CA65-F28A-43A2-87BE-946737214DC7
11438,2,2418,2014,Trim. 2,junio,28,CE263FCE-462D-4D74-88E6-FFD58E9D91FB
11439,2,2419,2013,Trim. 4,noviembre,18,820B4303-A07F-4256-A2A3-F213F2962170
11440,2,2420,2013,Trim. 1,enero,16,B04DF43E-2C88-4676-9144-99E545E66847
11441,2,2421,2013,Trim. 4,octubre,2,ECD3623B-A3F0-4E96-9734-0FC3AFE4782F
11442,2,2422,2013,Trim. 1,marzo,12,6D40289E-54A9-44BB-B5C7-AE399D115D63
11443,2,2423,2013,Trim. 3,septiembre,18,30DF2E7F-02FC-4762-9AF6-542661082E83
11444,2,2424,2014,Trim. 2,abril,4,5B14BAB1-8D4D-40AE-BF53-FC9C92DBE54E
11445,2,2425,2013,Trim. 4,octubre,19,49DA2F2D-B8E6-4729-919B-E5689CD43BC3
11446,2,2426,2013,Trim. 2,abril,15,9D8B8AB8-22B2-4144-B2CF-C7DB79040324
11447,2,2427,2013,Trim. 4,diciembre,19,EC256512-9DB8-4F19-9208-95D6CB05E150
11448,2,2428,2014,Trim. 2,mayo,17,9C0172CE-011A-4EFB-B438-39F6893F2DDF
11449,2,2429,2012,Trim. 1,enero,9,AF95746B-20FC-45F3-A675-666412AD95DF
11450,2,2430,2014,Trim. 1,marzo,12,28D9D542-4608-4AEC-837F-F368AE7384CA
11451,2,2431,2014,Trim. 1,marzo,12,5D1D684D-9F03-40E2-9BCB-5AA96A1B1E68
11452,2,2432,2013,Trim. 3,julio,28,52BD5BD7-9648-4496-96C8-8F2F4AC756ED
11453,2,2433,2014,Trim. 2,abril,15,6FF2B8C1-275A-4374-8E3A-41A7806C9136
11454,2,2434,2011,Trim. 3,agosto,30,99B2BD97-5682-453C-A054-C90369C2B7D3
11455,2,2435,2013,Trim. 4,diciembre,16,A4A8B1AA-BC13-479B-98BF-BBF38963A63F
11456,2,2436,2013,Trim. 1,febrero,10,232B0231-7D11-42E2-95A9-67519C53B92C
11457,2,2437,2013,Trim. 2,abril,10,F96DB78A-FEC9-492E-B5C5-E756A961BF7F
11458,2,2438,2012,Trim. 4,diciembre,14,6065FDF3-89B7-4E6A-BE01-42F9F0E718EF
11459,2,2439,2013,Trim. 4,noviembre,17,B9C601DE-B439-4AF5-AD6C-D27E8BC10FF1
11460,2,2440,2013,Trim. 3,julio,18,288D4C08-B358-47DC-A039-9053FE189D78
11461,2,2441,2014,Trim. 1,marzo,3,B05398E5-416C-4775-B97B-5CF0BE307D5A
11462,2,2442,2012,Trim. 3,agosto,2,EBA44FF8-56CF-4143-A7B7-300C860E34BA
11463,2,2443,2011,Trim. 4,noviembre,4,4ADD5D94-C056-4C59-9674-F42477FD932F
11464,2,2444,2013,Trim. 3,septiembre,2,B6FD4012-6160-4F60-A21E-727A5FCF9FF8
11465,2,2445,2014,Trim. 2,mayo,20,45568AF7-43BB-4206-8A7D-83CE29AD7A86
11466,2,2446,2014,Trim. 2,mayo,6,56AD9433-1115-4390-B6DE-D27AD51C7BBB
11467,2,2447,2014,Trim. 1,marzo,19,EC2D4F77-237F-486D-A64E-1A7C67D8DF84
11468,2,2448,2013,Trim. 4,diciembre,13,1B2AA2FE-DA03-4A5A-9AA0-DB1DBCB6ED14
11469,2,2449,2012,Trim. 3,julio,1,F5BAB5F3-7B79-4E55-855A-41ABF8853375
11470,2,2450,2014,Trim. 1,febrero,15,10BD2FE6-AB60-48FF-A8EB-EB5E139EA550
11471,2,2451,2013,Trim. 4,diciembre,3,F3EE2A1B-7E8B-4D38-A994-27D46DBF8140
11472,2,2452,2014,Trim. 2,mayo,7,83A29758-6B0B-4AD4-951D-BA4C2FA2541D
11473,2,2453,2013,Trim. 1,marzo,17,AD00B8A9-F7DC-4574-8CE7-DE0AD9CD76E5
11474,2,2454,2012,Trim. 3,julio,7,39428382-2FB5-4120-BC19-5F84FE013E0D
11475,2,2455,2013,Trim. 4,diciembre,23,B17BF14D-0620-4E1C-80E4-97C64A6FC9B7
11476,2,2456,2012,Trim. 2,junio,28,81C0374F-6F55-4D6F-B9E4-BD5CA817FA99
11477,2,2457,2013,Trim. 4,octubre,13,E4518EC1-089F-467E-8E35-BBF37E5072D6
11478,2,2458,2014,Trim. 2,mayo,3,71D7D9F1-E9AC-4292-A341-F9219AE0CEAA
11479,2,2459,2012,Trim. 3,septiembre,13,E2DF201B-1559-4A82-90AC-B1F2F27785E1
11480,2,2460,2013,Trim. 3,agosto,7,ED927161-7BAE-47CD-9A37-2597489E9A20
11481,2,2461,2013,Trim. 1,febrero,17,E4BBD6CB-DEA0-4763-A11A-A9B2F512A5A7
11482,2,2462,2012,Trim. 1,marzo,2,A22FE9D6-CF98-49E3-A501-5B1A3DD65CB0
11483,2,2463,2012,Trim. 2,junio,16,C1559336-133A-447E-B136-6E0689E8EC51
11484,2,2464,2013,Trim. 4,noviembre,21,BD01E54B-0F12-41A9-AAD4-E2F485E5D8B6
11485,2,2465,2014,Trim. 2,mayo,20,FF8BF5AF-F561-40AA-9F6F-AEB9756B2CB5
11486,2,2466,2013,Trim. 3,agosto,6,07B70397-1D45-4AE3-B3B6-3431EFB49198
11487,2,2467,2014,Trim. 2,junio,3,7108B0B4-7BC1-4B7A-A100-A3441B47BF0D
11488,2,2468,2013,Trim. 4,noviembre,7,7DB9A0B5-295E-4889-BEB5-CD125EC151B9
11489,2,2469,2012,Trim. 2,mayo,24,DF67514A-B4FE-4013-8CE8-01570973BD4E
11490,2,2470,2013,Trim. 4,diciembre,17,12C53F7B-3EB8-4347-8B80-9C5F73443721
11491,2,2471,2012,Trim. 3,septiembre,12,92399EA5-9C85-4CDE-8E93-4164E42CE84B
11492,2,2472,2011,Trim. 3,agosto,23,2C163C06-5102-44C1-8472-332623333618
11493,2,2473,2011,Trim. 4,noviembre,10,B82C4126-4F31-418F-8392-F9ABCD4B6E19
11494,2,2474,2013,Trim. 4,octubre,18,84F5DC38-75DE-4CF3-AA5E-856218A5C8A7
11495,2,2475,2013,Trim. 4,octubre,10,406C74D5-1120-45BF-8742-2B84B43B3DB0
11496,2,2476,2014,Trim. 2,junio,21,F7A9A832-C7CB-4D1B-9845-852B6570D79D
11497,2,2477,2013,Trim. 3,agosto,14,CE81D5D6-EA3F-48D2-9CC8-D8DB6454A8EA
11498,2,2478,2014,Trim. 2,abril,17,C496906F-F6BE-4336-A7F9-26B4B507C64A
11499,2,2479,2012,Trim. 2,junio,9,47543F6D-2496-4945-8031-FCBF46026404
11500,2,2480,2013,Trim. 4,diciembre,26,D92FFE30-F883-4B79-9289-8CE7C061603E
11501,2,2481,2012,Trim. 3,septiembre,27,0E831C0B-82F4-44FC-8933-24A7A7FF2A24
11502,2,2482,2013,Trim. 3,septiembre,21,8090EC6A-6DA5-4784-BF78-B9550DE6190B
11503,2,2483,2014,Trim. 1,marzo,6,D383D4D0-CAB2-43BB-B6A5-A2CC102134DE
11504,2,2484,2014,Trim. 1,enero,15,C1D270B7-20B9-43F4-8EC6-BDE972690D53
11505,2,2485,2012,Trim. 4,octubre,27,F375E0E6-7EE1-482E-B412-7E277F5CFCC3
11506,2,2486,2012,Trim. 3,agosto,19,4FDDFDCC-4E62-408F-AAEB-07F356850CCE
11507,2,2487,2013,Trim. 2,abril,20,D7967D8A-E75D-4063-972C-28D7C5E1220F
11508,2,2488,2013,Trim. 3,julio,3,5C4D1F88-75C8-425E-B546-1FC269F10735
11509,2,2489,2013,Trim. 2,junio,23,36B88C8F-BEBA-4C79-99FC-ED36B41DBBB3
11510,2,2490,2013,Trim. 3,septiembre,6,DB5EEDF9-1C18-409F-8EA7-431011D844D8
11511,2,2491,2013,Trim. 4,octubre,4,130964E5-1A24-4C2E-A850-301B4768EDE9
11512,2,2492,2012,Trim. 2,junio,28,B61FD599-C715-4272-90DC-55F6B527B790
11513,2,2493,2012,Trim. 3,agosto,3,2E717C9A-BACB-4B9A-9343-A4CB2AE8ADDC
11514,2,2494,2014,Trim. 1,enero,31,647BC548-2EB1-418F-BF90-B5E1AB549905
11515,2,2495,2014,Trim. 2,mayo,15,CEDDF1EF-FDAF-4E04-8A1F-96F2B642082B
11516,2,2496,2013,Trim. 1,marzo,14,9995BD1C-B2D7-4D1C-9AB3-1AC78853CEA6
11517,2,2497,2013,Trim. 2,mayo,13,D0BD986C-0FE0-4793-BE9D-2F2675B39998
11518,2,2498,2013,Trim. 4,noviembre,8,58285C3F-26CE-4EF2-AC68-5127ADD9820E
11519,2,2499,2014,Trim. 1,enero,29,DBC7F202-5D51-4C98-B043-8FA373F7F864
11520,2,2500,2013,Trim. 3,julio,26,96585C93-5AF4-4480-9444-0288F993080E
11521,2,2501,2011,Trim. 4,octubre,16,D9886AA5-4A92-4A40-B202-2A5E75320EBD
11522,2,2502,2013,Trim. 4,octubre,2,F1BA4E72-A5F8-471E-BB10-8443F5F7C4B7
11523,2,2503,2012,Trim. 3,julio,5,36D961FE-BFE3-48C6-AF74-BBA9616DD6B3
11524,2,2504,2014,Trim. 1,marzo,1,BE7F37A4-4088-47BC-905E-F245B4A0834B
11525,2,2505,2014,Trim. 2,mayo,1,D665F610-CBEC-4D1C-874A-6BB4E1C05C5A
11526,2,2506,2013,Trim. 3,septiembre,8,F4A748F9-72CA-49FF-BF6A-1419F31C5680
11527,2,2507,2012,Trim. 4,diciembre,19,B93F0860-AF74-4F21-A15B-A2B0CE34F1C8
11528,2,2508,2013,Trim. 3,septiembre,2,E2213277-20E9-4C6C-87F8-44E9ED02DDD3
11529,2,2509,2014,Trim. 1,febrero,23,1F76B65B-FFF0-4D4F-BB6D-6C6F4BC4618D
11530,2,2510,2013,Trim. 2,mayo,23,6BC823C9-2703-4C7F-9435-90792FF7F416
11531,2,2511,2013,Trim. 3,agosto,3,1F4AFBA8-28E5-484C-8F36-5E1EF14AAB41
11532,2,2512,2012,Trim. 2,mayo,21,BBA31D3D-5974-4FEB-AF4D-CBB23A055ADB
11533,2,2513,2013,Trim. 3,agosto,24,63649DAB-A349-461A-845C-23805900C97A
11534,2,2514,2013,Trim. 4,noviembre,22,D5453029-22C4-42FF-9C1A-C2FCFADD9CB1
11535,2,2515,2012,Trim. 2,abril,24,99788FA4-0058-42CC-89C2-5F3B6A89C6B1
11536,2,2516,2013,Trim. 2,mayo,9,7F1F2FA4-BCE3-471B-8E26-6E04DDEFFDF5
11537,2,2517,2012,Trim. 1,febrero,22,8F65E90B-FFC7-454D-B9A0-FFCA0ACA7754
11538,2,2518,2013,Trim. 2,mayo,14,53E08C2F-AB70-4379-84F4-9FC27ACA4FF1
11539,2,2519,2013,Trim. 4,noviembre,26,44A053DB-AE06-4A14-AFF7-CB3AF256E72F
11540,2,2520,2013,Trim. 4,octubre,30,27F62246-4BBC-43DA-BB34-8BB2EE194985
11541,2,2521,2011,Trim. 2,junio,14,DE4C7D04-B892-439C-AA05-AD165EE96E5A
11542,2,2522,2014,Trim. 1,febrero,27,3315AADC-174A-4D94-8D26-CE43094D779D
11543,2,2523,2014,Trim. 2,mayo,31,2B0AC0C7-C64A-4A69-9FEF-850FEC9CECB5
11544,2,2524,2014,Trim. 1,febrero,2,808C3A47-EE4B-447F-8FC2-86764AC299BB
11545,2,2525,2012,Trim. 4,noviembre,30,EFE00E2B-E165-4056-822E-56F631E44F5D
11546,2,2526,2011,Trim. 3,agosto,17,F305AB26-8FB3-4A36-9756-CA7C2558D67C
11547,2,2527,2012,Trim. 2,abril,15,094599A7-0562-475E-BE4F-6C642339A817
11548,2,2528,2012,Trim. 1,enero,31,32BE8D31-B99A-496D-B130-00E8AA62B01E
11549,2,2529,2013,Trim. 2,abril,1,D2C369F5-0DE8-4C24-B5F8-0906CE12183E
11550,2,2530,2014,Trim. 1,marzo,18,78ABD6AF-870A-46D7-8D11-5130F227894F
11551,2,2531,2012,Trim. 3,septiembre,9,11910ABB-0890-4FD7-A5A8-84CF420CC329
11552,2,2532,2012,Trim. 4,diciembre,21,878C65A8-21C4-4B29-A8BA-2836ADB8528C
11553,2,2533,2014,Trim. 2,abril,12,DEC7392B-AED1-4B76-97F3-1374F05FE446
11554,2,2534,2013,Trim. 3,septiembre,10,045193AE-B107-4CEA-9D6A-AF3AFB25E19C
11555,2,2535,2014,Trim. 1,febrero,25,CB7079AE-393D-460E-9AD5-9359B5791038
11556,2,2536,2014,Trim. 1,enero,5,44790CCA-97B0-47D3-92F2-65D5D6E4C698
11557,2,2537,2013,Trim. 4,octubre,25,6BFCA1EA-47A4-4C2B-A94E-30846D7DD66F
11558,2,2538,2012,Trim. 2,mayo,8,BCA38B20-8C76-488C-8B4A-413C8FF6374E
11559,2,2539,2014,Trim. 1,marzo,25,FD91B14B-EA05-4ED3-98C6-854BC96A901D
11560,2,2540,2013,Trim. 3,septiembre,17,AC1C839C-6046-419B-AD29-17902CF74937
11561,2,2541,2013,Trim. 2,mayo,29,AF068C06-1047-4D6E-822C-1F31DF16DAEF
11562,2,2542,2013,Trim. 1,marzo,19,A943C241-88D7-4909-B379-71818F3F7A61
11563,2,2543,2013,Trim. 2,mayo,9,AA8BDEDE-D132-40F9-B264-14C1EDF8F7BE
11564,2,2544,2014,Trim. 2,abril,25,235C4D88-DDB6-4FDE-AD88-D6D058890FD2
11565,2,2545,2013,Trim. 3,julio,22,0B954D60-35C6-4B71-A140-462A9E59D608
11566,2,2546,2012,Trim. 1,febrero,12,AA7A5B33-8EBF-4E51-A7C3-C74E80890804
11567,2,2547,2013,Trim. 1,enero,17,1545DE4F-B045-448F-B46C-2E7976D0A610
11568,2,2548,2014,Trim. 1,enero,17,B3DDAA2C-4758-4D18-AA41-A3DC2A1E5EAA
11569,2,2549,2014,Trim. 2,mayo,25,AEF8D4E5-73E8-4AA1-A5E6-A2F1786B552C
11570,2,2550,2013,Trim. 2,abril,25,96CFA39C-7D49-4FAB-B0D3-C627E023CF85
11571,2,2551,2013,Trim. 4,diciembre,8,D9F5166C-B3A3-4652-B8CD-9EFAF4E58004
11572,2,2552,2012,Trim. 1,enero,22,D215E5CC-4527-4B15-850E-A0EE9AC7CB41
11573,2,2553,2014,Trim. 2,abril,18,E07D4BFC-25F6-41D6-B180-0E5C2F851B6A
11574,2,2554,2013,Trim. 4,diciembre,15,250E0216-594D-4582-AFC8-C215B3637DA0
11575,2,2555,2013,Trim. 4,noviembre,25,07230EEF-6F0C-496B-AFEA-9F0F9CC1CC47
11576,2,2556,2011,Trim. 3,agosto,24,25A22951-5BE3-4928-935D-980F7A7AD791
11577,2,2557,2013,Trim. 4,octubre,30,AA83B292-D96A-48B0-9EE3-079CDA8684D2
11578,2,2558,2011,Trim. 2,junio,22,B97ACE80-2E9F-4F72-9533-AB86F2E1DC79
11579,2,2559,2014,Trim. 2,mayo,14,52C47A9F-4BC8-4D0E-9BF1-592289E887FC
11580,2,2560,2011,Trim. 2,junio,21,70057310-9A8C-45C7-9D9C-9809E9C7E742
11581,2,2561,2013,Trim. 4,octubre,31,D7DBEBB6-E5B2-4679-A762-BDF4377CA6EF
11582,2,2562,2011,Trim. 4,noviembre,7,6C764229-2DEE-4920-AD55-BAEE3D825F40
11583,2,2563,2013,Trim. 3,septiembre,30,A8342B44-F94E-42D6-B77A-8CAD479DCF7F
11584,2,2564,2012,Trim. 3,agosto,7,2EBF961B-DBAC-4410-8730-FE9C2AF230F6
11585,2,2565,2012,Trim. 4,diciembre,9,E646FE03-3B15-4501-8986-CBFF63259D42
11586,2,2566,2012,Trim. 4,noviembre,12,3890A769-4664-4742-ABC7-1ED08D942DB7
11587,2,2567,2014,Trim. 1,enero,19,52EAABF7-77B4-4F9B-A427-A47C20F39C7D
11588,2,2568,2013,Trim. 3,septiembre,3,5E0B642A-2E0E-4D36-913E-75674E4F242B
11589,2,2569,2012,Trim. 1,febrero,12,DFF69C57-AA5B-483A-82DE-06CAB6F65201
11590,2,2570,2013,Trim. 2,abril,18,3494F051-E30F-4FEC-909C-BB80E076BCDD
11591,2,2571,2011,Trim. 3,septiembre,11,EB763077-5203-4876-BC82-C0FA8CFDAB7B
11592,2,2572,2013,Trim. 4,noviembre,3,94074890-84FF-4A35-88F5-79A05FE1D975
11593,2,2573,2014,Trim. 1,febrero,24,AF35D164-6983-444D-BFCB-BC184258A694
11594,2,2574,2012,Trim. 2,mayo,6,E5834CE9-7FA9-490B-838E-3480315AAAA7
11595,2,2575,2013,Trim. 4,octubre,28,080EDD31-1031-4076-83AC-3F3519302671
11596,2,2576,2013,Trim. 3,agosto,8,E38AC397-FEAD-4ED9-820B-4C35BB8A1E0D
11597,2,2577,2013,Trim. 4,octubre,1,94340940-5A54-4B18-99B1-FE2F99F47CEE
11598,2,2578,2011,Trim. 4,noviembre,20,388C8407-108B-489D-B20C-574BAF45CE91
11599,2,2579,2014,Trim. 2,junio,1,69FCE5E6-6BFC-446C-B37D-99AD55FB30A2
11600,2,2580,2014,Trim. 1,marzo,20,87F74A62-129A-4B45-B97C-1B7FDC646C03
11601,2,2581,2012,Trim. 2,junio,5,865D1D21-178D-483D-A5C5-40020753CA47
11602,2,2582,2013,Trim. 4,diciembre,20,54B8896E-FDB0-4EA3-A1D2-CE7A47EAC17A
11603,2,2583,2013,Trim. 3,julio,14,A61EEF98-B124-4D47-B48A-1D1A4B184BC3
11604,2,2584,2013,Trim. 3,agosto,30,2C41A96F-8034-4514-8C95-8F8D44151EB5
11605,2,2585,2013,Trim. 4,octubre,27,70C17F8F-A148-47E4-8876-D1B770831272
11606,2,2586,2014,Trim. 1,marzo,16,50EFCBD9-F324-4815-99C8-D9345CE53C41
11607,2,2587,2012,Trim. 2,abril,13,8AA9654A-2DCD-4B60-9C09-2C01E86B33AE
11608,2,2588,2013,Trim. 4,octubre,25,719CB04D-C67D-4C83-933B-4C2A99940EE2
11609,2,2589,2014,Trim. 2,abril,28,DA313A6E-A808-4D45-B97D-B5635C9A45CA
11610,2,2590,2012,Trim. 4,diciembre,14,48E131B6-2860-4E20-A486-83DC959761E3
11611,2,2591,2012,Trim. 3,julio,17,B849E4E5-FAAD-4D7A-9581-31C4E852F390
11612,2,2592,2013,Trim. 1,marzo,19,A511BC45-D6A8-4F07-8983-5138AAD768F6
11613,2,2593,2012,Trim. 2,junio,16,B75415A3-5BD3-4D88-B25F-559373F9088F
11614,2,2594,2014,Trim. 1,enero,26,811D0D92-B888-4AA4-BBBC-AE6F4D938BC6
11615,2,2595,2012,Trim. 3,julio,20,2A6C282F-D076-4629-B3FF-E2DE22F7808F
11616,2,2596,2014,Trim. 2,mayo,5,120F04A6-9955-45D9-B140-32E1F40C5073
11617,2,2597,2013,Trim. 4,octubre,4,78674DC9-42B2-4887-8116-3C9838B385C1
11618,2,2598,2012,Trim. 4,diciembre,22,E19A6A38-1FA7-4676-B3CA-0E9A7DC905A0
11619,2,2599,2013,Trim. 3,agosto,26,BE89740F-86DD-458A-AE63-AEB46864D953
11620,2,2600,2014,Trim. 1,febrero,19,4920F198-BE40-400E-8D76-7758F50FDDAC
11621,2,2601,2014,Trim. 1,enero,18,50FED2E4-00E4-4C2E-A924-78A7D257FA72
11622,2,2602,2013,Trim. 3,septiembre,12,08A2E2D7-AACE-4CEA-8E99-63286A4886B6
11623,2,2603,2012,Trim. 4,noviembre,10,69CFF475-C9DD-4624-93ED-7BC0CBEC0C35
11624,2,2604,2012,Trim. 3,julio,17,80C2E3A5-77A9-4A8C-A757-908588400097
11625,2,2605,2013,Trim. 3,agosto,6,4353C0D1-4B33-4519-A1E2-5763DB14AB33
11626,2,2606,2014,Trim. 1,enero,10,0D7726AB-BFCD-4A55-9EFB-0026F6EE7FE3
11627,2,2607,2013,Trim. 3,agosto,1,86BA1286-9E27-4834-9CBE-87DAB06C340B
11628,2,2608,2014,Trim. 2,mayo,15,2CDD8BF5-1147-4247-AB2F-B348301D25F6
11629,2,2609,2011,Trim. 4,noviembre,15,1814CE18-DDAA-4B86-A087-AC2FA55C90C2
11630,2,2610,2014,Trim. 2,mayo,6,7AD8DFBD-180D-4EC2-82E8-C311F6583D29
11631,2,2611,2013,Trim. 3,julio,24,CBB277B0-EA56-4D6E-8756-306791511663
11632,2,2612,2013,Trim. 1,marzo,7,F470CA37-C8D1-456F-B27D-39C42ABDA8F5
11633,2,2613,2014,Trim. 2,mayo,29,A459A0A2-E94B-48F9-A1F0-140515D9AB19
11634,2,2614,2011,Trim. 4,diciembre,26,07A4CBB5-2CFF-4BAE-9CE3-3421298A46BD
11635,2,2615,2011,Trim. 4,noviembre,18,93A8B6F6-25DF-4631-8CE0-96FBA698A420
11636,2,2616,2014,Trim. 1,marzo,11,0AF7CEE2-B257-41AB-8625-238A5C2F6FBC
11637,2,2617,2014,Trim. 1,febrero,27,1D0EA28A-096C-43BD-8434-D483E3FF1D97
11638,2,2618,2013,Trim. 4,noviembre,28,79A13432-8314-4F88-8FBF-F0831566B4B7
11639,2,2619,2013,Trim. 2,junio,18,C7BD0EDB-AE23-4A5D-8053-EF63CEF24E25
11640,2,2620,2014,Trim. 1,marzo,31,7578E54B-788A-403B-930A-710D44453425
11641,2,2621,2014,Trim. 2,mayo,10,A50842CE-DBA1-4A32-9AD5-D2F6473AC2AA
11642,2,2622,2014,Trim. 1,marzo,8,235D1202-329E-4594-B151-E86229E6DEF3
11643,2,2623,2014,Trim. 1,febrero,4,A2D78E77-7F82-4B50-8A19-C1FFD2B7D95C
11644,2,2624,2014,Trim. 1,enero,19,B0F892B7-2BE2-4840-8714-7E64A3A1E27C
11645,2,2625,2014,Trim. 1,marzo,27,3858AB8D-926C-4A9F-9A12-3A2A6DE42746
11646,2,2626,2013,Trim. 3,agosto,1,BD2A502A-636F-491B-B12B-F84BFDB67993
11647,2,2627,2013,Trim. 1,febrero,13,FB513D8E-956D-4FB8-B39F-A280A2FB092D
11648,2,2628,2013,Trim. 4,diciembre,31,D5A2C020-8CA2-4B7F-9400-D6B90CBEFA5F
11649,2,2629,2013,Trim. 4,octubre,6,F3C99BB8-E333-407E-9862-8AEED7771D92
11650,2,2630,2013,Trim. 2,mayo,16,F814FEC8-0A27-4205-9A3E-E7AFE08853B6
11651,2,2631,2011,Trim. 4,octubre,14,B3CB9AEA-73CF-4671-9DA2-CEBC0C9F2471
11652,2,2632,2012,Trim. 2,junio,28,93F1071A-74E9-4ACE-AE82-C891F57B32E3
11653,2,2633,2014,Trim. 1,marzo,4,12FD4A47-4E46-476F-9FB0-51A0EB1E547E
11654,2,2634,2014,Trim. 1,febrero,11,B0C60C65-E6F9-4EAF-A4E0-8D9E95914901
